Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) BCFBX,,BAL,B. Roberts,D. Lowe,5%,55%,Ground-rule Double (Ground Ball)
t1,0-0,0,"______, B. Roberts, ______",3(0-2) SSX,,BAL,D. Newhan,D. Lowe,6%,61%,Single to SS (Ground Ball); B. Roberts to 3B
t1,0-0,0,"D. Newhan, ______, B. Roberts",3(2-1) BBF1,O,BAL,M. Mora,D. Lowe,-7%,54%,D. Newhan Picked off 1B (P-1B)
t1,0-0,1,"______, ______, B. Roberts",6(2-2) BBF1.SFX,R,BAL,M. Mora,D. Lowe,5%,59%,Single to CF (Line Drive); B. Roberts Scores
t1,1-0,1,"M. Mora, ______, ______",2(1-0) 1BX,OO,BAL,M. Tejada,D. Lowe,-5%,54%,Ground Ball Double Play: 2B-SS-1B
,,,,,,,,,1 run 3 hits 0 errors 0 LOB. Orioles 1 Red Sox 0.,1 run 3 hits 0 errors 0 LOB. Orioles 1 Red Sox 0.,1 run 3 hits 0 errors 0 LOB. Orioles 1 Red Sox 0.
Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Daniel Cabrera facing 1-2-3
b1,0-1,0,"______, ______, ______",6(2-2) CFFBBX,O,BOS,D. Roberts,D. Cabrera,2%,56%,Flyball: RF (Deep RF)
b1,0-1,1,"______, ______, ______",1(0-0) X,O,BOS,O. Cabrera,D. Cabrera,2%,58%,Groundout: SS-1B
