Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 1-2-3
t1,0-0,0,"______, ______, ______",3(1-1) BCX,O,BOS,J. Damon,J. Towers,-2%,48%,Groundout: P-1B
t1,0-0,1,"______, ______, ______",3(0-2) CSX,,BOS,D. Roberts,J. Towers,2%,50%,Single to P/Bunt
t1,0-0,1,"D. Roberts, ______, ______",2(1-0) B1X,OO,BOS,M. Ramirez,J. Towers,-5%,45%,Ground Ball Double Play: SS-2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"______, ______, ______",5(1-2) BFCFS,O,TOR,R. Johnson,C. Schilling,2%,47%,Strikeout Swinging
b1,0-0,1,"______, ______, ______",7(2-2) CBFFBFX,O,TOR,O. Hudson,C. Schilling,2%,49%,Groundout: 2B-1B
b1,0-0,2,"______, ______, ______",5(2-2) BBCFS,O,TOR,A. Rios,C. Schilling,1%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.
Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Josh Towers facing 4-5-6
t2,0-0,0,"______, ______, ______",3(1-1) BCX,O,BOS,D. Ortiz,J. Towers,-2%,48%,Groundout: 2B-1B
t2,0-0,1,"______, ______, ______",2(0-1) FX,O,BOS,B. Mueller,J. Towers,-2%,46%,Groundout: 1B unassisted
t2,0-0,2,"______, ______, ______",2(1-0) BX,O,BOS,O. Cabrera,J. Towers,-1%,45%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6
b2,0-0,0,"______, ______, ______",6(2-2) FFBBFX,,TOR,C. Delgado,C. Schilling,-4%,41%,Single to CF (Line Drive)
b2,0-0,0,"C. Delgado, ______, ______",5(2-2) BCBSC,O,TOR,F. Menechino,C. Schilling,3%,44%,Strikeout Looking
b2,0-0,1,"C. Delgado, ______, ______",2(0-1) CB,,TOR,E. Hinske,C. Schilling,-2%,43%,Wild Pitch; C. Delgado to 2B
b2,0-0,1,"______, C. Delgado, ______",4(2-1) CB.BX,O,TOR,E. Hinske,C. Schilling,3%,46%,Groundout: 2B-1B; C. Delgado to 3B
b2,0-0,2,"______, ______, C. Delgado",2(0-1) CX,R,TOR,G. Zaun,C. Schilling,-9%,37%,Single to CF (Line Drive); C. Delgado Scores
b2,1-0,2,"G. Zaun, ______, ______",4(1-2) CBSS,O,TOR,G. Gross,C. Schilling,2%,40%,Strikeout Swinging
