Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Nate Robertson facing 1-2-3
t1,0-0,0,"______, ______, ______",2(1-0) BX,,BOS,J. Damon,N. Robertson,3%,53%,Single to RF (Ground Ball)
t1,0-0,0,"J. Damon, ______, ______",6(3-2) BBBC1C>X,O,BOS,K. Youkilis,N. Robertson,-3%,50%,Popfly: 2B (Short CF-RF)
t1,0-0,1,"J. Damon, ______, ______",2(0-1) FX,OO,BOS,K. Millar,N. Robertson,-5%,45%,Ground Ball Double Play: SS-2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.
Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,"______, ______, ______",5(3-1) BBCBX,O,DET,A. Sanchez,T. Wakefield,2%,47%,Groundout: 1B unassisted
b1,0-0,1,"______, ______, ______",2(1-0) BX,O,DET,O. Infante,T. Wakefield,2%,49%,Flyball: LF (LF-CF)
b1,0-0,2,"______, ______, ______",2(0-1) CX,R,DET,I. Rodriguez,T. Wakefield,-10%,39%,Home Run (Fly Ball)
b1,1-0,2,"______, ______, ______",5(1-2) FCFBX,O,DET,D. Young,T. Wakefield,1%,40%,Groundout: 3B-1B
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 1.
Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Tigers' Nate Robertson facing 4-5-6
t2,0-1,0,"______, ______, ______",3(1-1) CBX,O,BOS,D. Ortiz,N. Robertson,-2%,37%,Groundout: 1B unassisted
t2,0-1,1,"______, ______, ______",5(2-2) BSBCX,,BOS,O. Cabrera,N. Robertson,4%,42%,Double to LF (Ground Ball thru Deep LF Line)
t2,0-1,1,"______, O. Cabrera, ______",3(1-1) BC>B,,BOS,D. Mirabelli,N. Robertson,3%,44%,O. Cabrera Steals 3B
t2,0-1,1,"______, ______, O. Cabrera",7(3-2) BC>B.FB+3FX,O,BOS,D. Mirabelli,N. Robertson,-6%,38%,Groundout: 3B-1B
t2,0-1,2,"______, ______, O. Cabrera",7(3-2) BBBCCFB,,BOS,D. McCarty,N. Robertson,1%,40%,Walk
t2,0-1,2,"D. McCarty, ______, O. Cabrera",3(2-0) B*BX,R,BOS,B. Mueller,N. Robertson,9%,49%,Single to CF (Line Drive); O. Cabrera Scores; D. McCarty to 2B
t2,1-1,2,"B. Mueller, D. McCarty, ______",3(1-1) BSX,R,BOS,G. Kapler,N. Robertson,12%,61%,Double to LF (Line Drive to LF Line); D. McCarty Scores; B. Mueller to 3B
t2,2-1,2,"______, G. Kapler, B. Mueller",3(0-2) CSX,O,BOS,J. Damon,N. Robertson,-6%,55%,Popfly: SS (Short LF)
,,,,,,,,,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Tigers 1.,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Tigers 1.,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Tigers 1.
