Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' John Thomson facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,J. Damon,J. Thomson,-2%,48%,Lineout: 2B
t1,0-0,1,"______, ______, ______",2(0-1) CX,O,BOS,T. Nixon,J. Thomson,-2%,46%,Flyball: CF
t1,0-0,2,"______, ______, ______",4(2-1) BBCX,O,BOS,D. Ortiz,J. Thomson,-1%,45%,Popfly: 3B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Braves 0.
Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) FX,O,ATL,R. Furcal,C. Schilling,2%,47%,Flyball: RF (Deep RF)
b1,0-0,1,"______, ______, ______",4(1-2) CFBX,,ATL,N. Green,C. Schilling,-4%,43%,Double to LF (Line Drive to Deep LF)
b1,0-0,1,"______, N. Green, ______",4(1-2) FFBX,O,ATL,J. Drew,C. Schilling,3%,47%,Popfly: P
b1,0-0,2,"______, N. Green, ______",3(0-2) CCS,O,ATL,C. Jones,C. Schilling,3%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.
Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Braves' John Thomson facing 4-5-6
t2,0-0,0,"______, ______, ______",5(1-2) FFFBX,O,BOS,M. Ramirez,J. Thomson,-2%,48%,Groundout: P-1B
t2,0-0,1,"______, ______, ______",4(2-1) FBBX,R,BOS,N. Garciaparra,J. Thomson,10%,58%,Home Run (Fly Ball)
t2,1-0,1,"______, ______, ______",3(2-0) BBX,O,BOS,B. Mueller,J. Thomson,-2%,57%,Groundout: 1B unassisted
t2,1-0,2,"______, ______, ______",6(3-2) BBCCBS,O,BOS,D. Mirabelli,J. Thomson,-1%,56%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Braves 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Braves 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Braves 0.
Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Bottom of the 2nd Braves Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7
b2,0-1,0,"______, ______, ______",1(0-0) X,O,ATL,J. Estrada,C. Schilling,3%,58%,Flyball: LF (LF Line)
b2,0-1,1,"______, ______, ______",5(1-2) CFBFS,O,ATL,A. LaRoche,C. Schilling,2%,60%,Strikeout Swinging
b2,0-1,2,"______, ______, ______",4(0-2) CFFX,,ATL,A. Jones,C. Schilling,-2%,57%,Double to CF (Line Drive to Deep LF-CF)
b2,0-1,2,"______, A. Jones, ______",2(1-0) BX,O,ATL,C. Thomas,C. Schilling,4%,61%,Flyball: CF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Braves 0.
