Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3
t1,0-0,0,"______, ______, ______",7(3-2) BCBFBFX,O,BOS,J. Damon,T. Lilly,2%,52%,Foul Popfly: 1B (1B Foul)
t1,0-0,1,"______, ______, ______",2(1-0) BX,,BOS,O. Cabrera,T. Lilly,-4%,49%,Double to CF (Line Drive to Deep CF)
t1,0-0,1,"______, O. Cabrera, ______",1(0-0) X,O,BOS,M. Ramirez,T. Lilly,3%,51%,Flyball: CF (Deep CF); O. Cabrera to 3B
t1,0-0,2,"______, ______, O. Cabrera",5(1-2) CFBFS,O,BOS,D. Ortiz,T. Lilly,4%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) CX,R,TOR,R. Johnson,P. Martinez,9%,64%,Home Run (Fly Ball)
b1,1-0,0,"______, ______, ______",5(3-1) BBFBX,,TOR,O. Hudson,P. Martinez,7%,71%,Triple to LF (Fly Ball to Deep CF)
b1,1-0,0,"______, ______, O. Hudson",2(0-1) CX,RO,TOR,V. Wells,P. Martinez,-1%,71%,Flyball: RF/Sacrifice Fly (CF-RF); O. Hudson Scores
b1,2-0,1,"______, ______, ______",3(0-2) FFX,O,TOR,C. Delgado,P. Martinez,-1%,69%,Groundout: SS-1B
b1,2-0,2,"______, ______, ______",4(1-2) CFBS,O,TOR,E. Hinske,P. Martinez,-1%,68%,Strikeout Swinging
,,,,,,,,,2 runs 2 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 2.,2 runs 2 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 2.,2 runs 2 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 2.
