Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"______, ______, ______",1(0-0) X,O,SDP,S. Burroughs,P. Martinez,2%,52%,Groundout: 1B-P
t1,0-0,1,"______, ______, ______",4(1-2) BCCX,,SDP,M. Loretta,P. Martinez,-2%,50%,Single to LF (Ground Ball)
t1,0-0,1,"M. Loretta, ______, ______",5(2-2) BCFBC,O,SDP,B. Giles,P. Martinez,3%,53%,Strikeout Looking
t1,0-0,2,"M. Loretta, ______, ______",4(1-2) CBCC,O,SDP,P. Nevin,P. Martinez,2%,55%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Padres 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Padres 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Padres 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Padres' David Wells facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,J. Damon,D. Wells,-2%,53%,Bunt Popfly: 1B
b1,0-0,1,"______, ______, ______",3(2-0) BBX,,BOS,M. Bellhorn,D. Wells,2%,55%,Single to RF (Line Drive)
b1,0-0,1,"M. Bellhorn, ______, ______",4(2-1) BBFX,,BOS,D. Ortiz,D. Wells,3%,59%,Single to RF (Ground Ball); M. Bellhorn to 2B
b1,0-0,1,"D. Ortiz, M. Bellhorn, ______",6(3-2) BBFSBS,O,BOS,M. Ramirez,D. Wells,-4%,54%,Strikeout Swinging
b1,0-0,2,"D. Ortiz, M. Bellhorn, ______",5(1-2) CSBFS,O,BOS,J. Varitek,D. Wells,-4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Padres 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Padres 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Padres 0 Red Sox 0.
Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Padres Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7
t2,0-0,0,"______, ______, ______",6(2-2) BCBFFX,O,SDP,J. Payton,P. Martinez,2%,52%,Flyball: CF (Deep CF)
t2,0-0,1,"______, ______, ______",6(3-2) CBBBFS,O,SDP,T. Long,P. Martinez,2%,54%,Strikeout Swinging
t2,0-0,2,"______, ______, ______",4(1-2) CCBX,O,SDP,R. Hernandez,P. Martinez,1%,55%,Popfly: 1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Padres 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Padres 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Padres 0 Red Sox 0.
