Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) CBFBX,O,BOS,J. Damon,S. Kazmir,-2%,48%,Groundout: 3B-1B
t1,0-0,1,"______, ______, ______",4(1-2) CBSS,O,BOS,M. Bellhorn,S. Kazmir,-2%,46%,Strikeout Swinging
t1,0-0,2,"______, ______, ______",9(3-2) CSBFFFBBS,O,BOS,M. Ramirez,S. Kazmir,-1%,45%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.
Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",6(2-2) CBBFFX,O,TBD,C. Crawford,B. Arroyo,2%,47%,Flyball: LF
b1,0-0,1,"______, ______, ______",5(3-1) BCBBB,,TBD,J. Cruz,B. Arroyo,-2%,45%,Walk
b1,0-0,1,"J. Cruz, ______, ______",4(1-2) BCFX,O,TBD,A. Huff,B. Arroyo,2%,47%,Groundout: SS unassisted/Forceout at 2B; A. Huff to 2B/Adv on E6 (throw)
b1,0-0,2,"______, A. Huff, ______",6(2-2) BFCFBX,O,TBD,R. Baldelli,B. Arroyo,3%,50%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 1 error 1 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 1 error 1 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 1 error 1 LOB. Red Sox 0 Devil Rays 0.
Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Devil Rays' Scott Kazmir facing 4-5-6
t2,0-0,0,"______, ______, ______",5(2-2) CBCBS,O,BOS,K. Millar,S. Kazmir,-2%,48%,Strikeout Swinging
t2,0-0,1,"______, ______, ______",7(3-2) CSBBFBT,O,BOS,J. Varitek,S. Kazmir,-2%,46%,Strikeout Swinging
t2,0-0,2,"______, ______, ______",2(0-1) FX,O,BOS,O. Cabrera,S. Kazmir,-1%,45%,Foul Popfly: C (Behind Home)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.
Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 2nd Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 5-6-7
b2,0-0,0,"______, ______, ______",2(0-1) CX,O,TBD,T. Martinez,B. Arroyo,2%,47%,Groundout: 2B-1B
b2,0-0,1,"______, ______, ______",3(1-1) SBX,,TBD,M. Cummings,B. Arroyo,-3%,45%,Single to 3B (Ground Ball)
b2,0-0,1,"M. Cummings, ______, ______",2(0-1) 1CX,R,TBD,J. Lugo,B. Arroyo,-14%,30%,Double to LF (Ground Ball thru Deep LF Line); M. Cummings Scores; J. Lugo to 3B/Adv on throw
b2,1-0,1,"______, ______, J. Lugo",3(1-1) FBX,O,TBD,G. Blum,B. Arroyo,5%,36%,Popfly: 3B
b2,1-0,2,"______, ______, J. Lugo",4(1-2) CFBX,O,TBD,T. Hall,B. Arroyo,3%,39%,Foul Popfly: C (Behind Home)
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.
Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9,Top of the 3rd Red Sox Batting Behind 0-1 Devil Rays' Scott Kazmir facing 7-8-9
t3,0-1,0,"______, ______, ______",5(2-2) BBCFS,O,BOS,D. McCarty,S. Kazmir,-3%,36%,Strikeout Swinging
t3,0-1,1,"______, ______, ______",4(3-0) BBBB,,BOS,K. Youkilis,S. Kazmir,3%,39%,Walk
t3,0-1,1,"K. Youkilis, ______, ______",5(2-2) BCFBS,O,BOS,G. Kapler,S. Kazmir,-3%,36%,Strikeout Swinging
