Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3
t1,0-0,0,"______, ______, ______",6(3-2) BFSBBX,O,BOS,J. Damon,J. Vazquez,-2%,48%,Foul Popfly: C (Behind Home)
t1,0-0,1,"______, ______, ______",5(2-2) CBBSS,O,BOS,M. Bellhorn,J. Vazquez,-2%,46%,Strikeout Swinging
t1,0-0,2,"______, ______, ______",3(1-1) BCX,,BOS,D. Ortiz,J. Vazquez,1%,47%,Single to CF (Line Drive)
t1,0-0,2,"D. Ortiz, ______, ______",5(1-2) CBSFF,,BOS,M. Ramirez,J. Vazquez,0%,47%,E2 on Foul Ball
t1,0-0,2,"D. Ortiz, ______, ______",7(1-2) CBSFFFS,O,BOS,M. Ramirez,J. Vazquez,-2%,45%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 1 error 1 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 1 error 1 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 1 error 1 LOB. Red Sox 0 Yankees 0.
Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"______, ______, ______",8(3-2) BBBCFFFS,O,NYY,D. Jeter,P. Martinez,2%,47%,Strikeout Swinging
b1,0-0,1,"______, ______, ______",1(0-0) X,O,NYY,B. Williams,P. Martinez,2%,49%,Groundout: 1B-P
