Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jerome Williams facing 1-2-3
t1,0-0,0,"['', '', '']",4(0-2) CFFX,O,BOS,J. Damon,J. Williams,-2%,48%,Popfly: SS
t1,0-0,1,"['', '', '']",5(3-1) CBBBX,,BOS,M. Bellhorn,J. Williams,2%,50%,Single to LF (Line Drive)
t1,0-0,1,"['Bellhorn', '', '']",7(2-2) BF11BSFFX,O,BOS,D. Ortiz,J. Williams,-3%,47%,Groundout: P-SS/Forceout at 2B; Ortiz to 1B
t1,0-0,2,"['Ortiz', '', '']",2(0-1) CX,O,BOS,M. Ramirez,J. Williams,-2%,45%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Giants 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Giants 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Giants 0.
Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,"['', '', '']",4(0-2) CSFS,,SFG,R. Durham,T. Wakefield,-3%,42%,Strikeout Swinging Passed Ball; Durham to 1B
b1,0-0,0,"['Durham', '', '']",2(0-1) S1>C,,SFG,M. Tucker,T. Wakefield,-2%,39%,Durham Steals 2B
b1,0-0,0,"['', 'Durham', '']",4(1-2) S1>C.BX,R,SFG,M. Tucker,T. Wakefield,-7%,32%,Single to CF (Line Drive to CF-RF); Durham Scores/unER
b1,1-0,0,"['Tucker', '', '']",1(0-0) >B,,SFG,M. Grissom,T. Wakefield,-2%,30%,Tucker Steals 2B
b1,1-0,0,"['', 'Tucker', '']",4(1-2) >B.2CSC,O,SFG,M. Grissom,T. Wakefield,4%,34%,Strikeout Looking
b1,1-0,1,"['', 'Tucker', '']",4(3-0) III+2I,,SFG,B. Bonds,T. Wakefield,-2%,32%,Intentional Walk
b1,1-0,1,"['Bonds', 'Tucker', '']",1(0-0) B,,SFG,E. Alfonzo,T. Wakefield,-4%,28%,Wild Pitch; Tucker to 3B; Bonds to 2B
b1,1-0,1,"['', 'Bonds', 'Tucker']",2(1-0) B.X,R,SFG,E. Alfonzo,T. Wakefield,-4%,24%,Fielder's Choice 3B; Tucker Scores; Alfonzo to 1B
b1,2-0,1,"['Alfonzo', 'Bonds', '']",6(3-2) CBSBBX,O,SFG,P. Feliz,T. Wakefield,3%,27%,Flyball: CF; Bonds to 3B
b1,2-0,2,"['Alfonzo', '', 'Bonds']",1(0-0) X,O,SFG,A. Pierzynski,T. Wakefield,4%,30%,Groundout: 1B-SS/Forceout at 2B
,,,,,,,,,2 runs 1 hit 0 errors 2 LOB. Red Sox 0 Giants 2.,2 runs 1 hit 0 errors 2 LOB. Red Sox 0 Giants 2.,2 runs 1 hit 0 errors 2 LOB. Red Sox 0 Giants 2.
Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-2 Giants' Jerome Williams facing 5-6-7
t2,0-2,0,"['', '', '']",1(0-0) X,,BOS,N. Garciaparra,J. Williams,9%,39%,Triple to CF (Fly Ball to Deep CF)
t2,0-2,0,"['', '', 'Garciaparra']",3(0-2) FCX,RO,BOS,T. Nixon,J. Williams,-2%,37%,Flyball: CF/Sacrifice Fly; Garciaparra Scores
t2,1-2,1,"['', '', '']",3(1-1) CBX,O,BOS,D. Mirabelli,J. Williams,-2%,36%,Groundout: SS-1B
t2,1-2,2,"['', '', '']",5(2-2) BCFBX,,BOS,P. Reese,J. Williams,1%,37%,Single to CF (Fly Ball)
t2,1-2,2,"['Reese', '', '']",2(0-1) 1CX,O,BOS,T. Wakefield,J. Williams,-2%,34%,Lineout: RF
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Giants 2.,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Giants 2.,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Giants 2.
Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1,Bottom of the 2nd Giants Batting Ahead 2-1 Red Sox' Tim Wakefield facing 8-9-1
b2,2-1,0,"['', '', '']",2(0-1) CX,,SFG,D. Cruz,T. Wakefield,-3%,31%,Single to LF (Line Drive)
b2,2-1,0,"['Cruz', '', '']",2(0-1) LB,,SFG,J. Williams,T. Wakefield,-2%,29%,Wild Pitch; Cruz to 2B
b2,2-1,0,"['', 'Cruz', '']",4(1-2) LB.LX,O,SFG,J. Williams,T. Wakefield,1%,30%,Groundout: 2B-1B; Cruz to 3B
b2,2-1,1,"['', '', 'Cruz']",1(0-0) X,RO,SFG,R. Durham,T. Wakefield,-2%,28%,Flyball: RF/Sacrifice Fly (CF-RF); Cruz Scores
b2,3-1,2,"['', '', '']",3(1-1) BFX,O,SFG,M. Tucker,T. Wakefield,1%,29%,Groundout: SS-1B
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Giants 3.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Giants 3.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Giants 3.
Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3,Top of the 3rd Red Sox Batting Behind 1-3 Giants' Jerome Williams facing 1-2-3
t3,1-3,0,"['', '', '']",3(0-2) CFX,,BOS,J. Damon,J. Williams,4%,33%,Single to CF (Fly Ball)
t3,1-3,0,"['Damon', '', '']",6(3-2) 11FBBFB>B,,BOS,M. Bellhorn,J. Williams,6%,39%,Walk; Damon to 2B
t3,1-3,0,"['Bellhorn', 'Damon', '']",3(1-1) CBX,R,BOS,D. Ortiz,J. Williams,10%,50%,Single to CF (Line Drive); Damon Scores; Bellhorn to 2B
t3,2-3,0,"['Ortiz', 'Bellhorn', '']",1(0-0) X,O,BOS,M. Ramirez,J. Williams,-6%,43%,Flyball: RF
t3,2-3,1,"['Ortiz', 'Bellhorn', '']",4(0-2) FCFS,O,BOS,N. Garciaparra,J. Williams,-5%,38%,Strikeout Swinging
t3,2-3,2,"['Ortiz', 'Bellhorn', '']",3(1-1) SBX,O,BOS,T. Nixon,J. Williams,-5%,33%,Groundout: 2B-1B
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Red Sox 2 Giants 3.,1 run 2 hits 0 errors 2 LOB. Red Sox 2 Giants 3.,1 run 2 hits 0 errors 2 LOB. Red Sox 2 Giants 3.
