Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Phillies Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"['', '', '']",4(2-1) BFBX,O,PHI,J. Rollins,P. Martinez,2%,52%,Groundout: 2B-1B
t1,0-0,1,"['', '', '']",1(0-0) X,O,PHI,P. Polanco,P. Martinez,2%,54%,Groundout: 3B-1B
t1,0-0,2,"['', '', '']",5(3-1) CBBBX,O,PHI,B. Abreu,P. Martinez,1%,55%,Flyball: LF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Phillies' Paul Abbott facing 1-2-3
b1,0-0,0,"['', '', '']",4(1-2) CBFX,O,BOS,J. Damon,P. Abbott,-2%,53%,Groundout: 2B-1B
b1,0-0,1,"['', '', '']",6(3-2) CBBCBS,O,BOS,M. Bellhorn,P. Abbott,-2%,51%,Strikeout Swinging
b1,0-0,2,"['', '', '']",6(1-2) CFBFFX,O,BOS,D. Ortiz,P. Abbott,-1%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Phillies 0 Red Sox 0.
