Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BAL,B. Roberts,B. Arroyo,2%,52%,Groundout: P-1B
t1,0-0,1,"______, ______, ______",2(0-1) CX,,BAL,D. Newhan,B. Arroyo,-4%,49%,Double to RF (Line Drive to CF-RF)
t1,0-0,1,"______, D. Newhan, ______",5(3-1) CBBBX,O,BAL,M. Mora,B. Arroyo,3%,52%,Flyball: LF
t1,0-0,2,"______, D. Newhan, ______",9(3-2) BBCFFFBFB,,BAL,M. Tejada,B. Arroyo,-1%,51%,Walk
t1,0-0,2,"M. Tejada, D. Newhan, ______",1(0-0) X,O,BAL,B. Surhoff,B. Arroyo,4%,55%,Flyball: LF (LF-CF)
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Orioles 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Orioles 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Orioles 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3
b1,0-0,0,"______, ______, ______",6(3-2) BBBCCX,O,BOS,J. Damon,S. Ponson,-2%,53%,Groundout: 1B-P
b1,0-0,1,"______, ______, ______",2(1-0) BX,O,BOS,M. Bellhorn,S. Ponson,-2%,51%,Flyball: RF (Deep RF)
