Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Bobby Madritsch facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) CBBX,O,BOS,J. Damon,B. Madritsch,2%,52%,Popfly: 2B
t1,0-0,1,"______, ______, ______",3(1-1) BSX,,BOS,M. Bellhorn,B. Madritsch,-4%,48%,Double to LF (Line Drive to LF Line)
t1,0-0,1,"______, M. Bellhorn, ______",2(1-0) BX,O,BOS,M. Ramirez,B. Madritsch,3%,52%,Flyball: LF (LF-CF)
t1,0-0,2,"______, M. Bellhorn, ______",5(2-2) BBCSS,O,BOS,D. Ortiz,B. Madritsch,3%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Mariners 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Mariners 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Mariners 0.
Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,"______, ______, ______",6(1-2) CCFFBX,,SEA,I. Suzuki,T. Wakefield,3%,58%,Single to SS (Ground Ball)
b1,0-0,0,"I. Suzuki, ______, ______",1(0-0) >B,,SEA,R. Winn,T. Wakefield,2%,61%,I. Suzuki Steals 2B
b1,0-0,0,"______, I. Suzuki, ______",6(3-2) >B.BSCBB,,SEA,R. Winn,T. Wakefield,6%,67%,Walk Passed Ball; I. Suzuki to 3B
b1,0-0,0,"R. Winn, ______, I. Suzuki",1(0-0) X,O,SEA,B. Boone,T. Wakefield,-6%,61%,Popfly: 1B
b1,0-0,1,"R. Winn, ______, I. Suzuki",1(0-0) X,O,SEA,R. Ibanez,T. Wakefield,-6%,55%,Foul Popfly: 3B (3B Foul)
b1,0-0,2,"R. Winn, ______, I. Suzuki",1(1-0) B1,R,SEA,J. Cabrera,T. Wakefield,7%,62%,R. Winn Picked off 1B safe on E1; I. Suzuki Scores/unER/No RBI
b1,1-0,2,"R. Winn, ______, ______",4(2-1) B1.1BC1H,,SEA,J. Cabrera,T. Wakefield,2%,64%,Hit By Pitch; R. Winn to 2B
b1,1-0,2,"J. Cabrera, R. Winn, ______",3(0-2) CSX,O,SEA,G. Dobbs,T. Wakefield,-4%,60%,Flyball: RF
,,,,,,,,,1 run 1 hit 1 error 2 LOB. Red Sox 0 Mariners 1.,1 run 1 hit 1 error 2 LOB. Red Sox 0 Mariners 1.,1 run 1 hit 1 error 2 LOB. Red Sox 0 Mariners 1.
