Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' John Halama facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,J. Damon,J. Halama,2%,52%,Groundout: 1B unassisted
t1,0-0,1,"______, ______, ______",3(1-1) BCX,O,BOS,K. Youkilis,J. Halama,2%,54%,Groundout: 3B-1B
t1,0-0,2,"______, ______, ______",1(0-0) X,,BOS,O. Cabrera,J. Halama,-2%,52%,Double to LF (Line Drive to Deep LF-CF)
t1,0-0,2,"______, O. Cabrera, ______",4(2-1) CBBX,O,BOS,M. Ramirez,J. Halama,3%,55%,Groundout: 3B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Devil Rays 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Devil Rays 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Devil Rays 0.
Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) BFX,,TBD,C. Crawford,B. Arroyo,3%,58%,Single to CF (Fly Ball)
b1,0-0,0,"C. Crawford, ______, ______",5(2-2) LBB1S>C,O,TBD,B. Upton,B. Arroyo,-2%,57%,Strikeout Looking C. Crawford Steals 2B
b1,0-0,1,"______, C. Crawford, ______",4(2-1) CBBX,O,TBD,A. Huff,B. Arroyo,-3%,53%,Foul Popfly: 1B (1B Foul)
b1,0-0,2,"______, C. Crawford, ______",3(1-1) BCX,R,TBD,R. Baldelli,B. Arroyo,10%,63%,Double to LF (Line Drive to Deep LF Line); C. Crawford Scores
b1,1-0,2,"______, R. Baldelli, ______",5(2-2) FCBBS,O,TBD,J. Cruz,B. Arroyo,-3%,60%,Strikeout Swinging
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Devil Rays 1.
