Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 1-2-3
t1,0-0,0,"['', '', '']",4(1-2) CFBX,O,BOS,J. Damon,S. Ponson,2%,52%,Groundout: SS-1B
t1,0-0,1,"['', '', '']",3(0-2) CFX,O,BOS,B. Mueller,S. Ponson,2%,54%,Groundout: SS-1B
t1,0-0,2,"['', '', '']",5(2-2) BCBFX,,BOS,M. Ramirez,S. Ponson,-1%,53%,Single to RF (Line Drive)
t1,0-0,2,"['Ramirez', '', '']",8(3-2) FFBFBB>F>S,O,BOS,D. Ortiz,S. Ponson,2%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.
Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"['', '', '']",2(1-0) BX,O,BAL,B. Roberts,P. Martinez,-2%,53%,Groundout: SS-1B
b1,0-0,1,"['', '', '']",4(1-2) CBCX,,BAL,M. Mora,P. Martinez,2%,55%,Single to 3B (Ground Ball)
b1,0-0,1,"['Mora', '', '']",4(1-2) CBFX,O,BAL,M. Tejada,P. Martinez,-3%,52%,Flyball: CF
b1,0-0,2,"['Mora', '', '']",3(1-1) BFX,O,BAL,R. Palmeiro,P. Martinez,-2%,50%,Single to LF (Fly Ball); Mora out at 3B/LF-SS
,,,,,,,,,0 runs 2 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 2 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 2 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.
Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Sidney Ponson facing 5-6-7
t2,0-0,0,"['', '', '']",4(1-2) CBFX,O,BOS,K. Millar,S. Ponson,2%,52%,Groundout: SS-1B
t2,0-0,1,"['', '', '']",1(0-0) X,,BOS,G. Kapler,S. Ponson,-3%,50%,Reached on E5 (Ground Ball)
