Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Daniel Cabrera facing 1-2-3
t1,0-0,0,"______, ______, ______",8(3-2) CBFFBBFX,O,BOS,J. Damon,D. Cabrera,-2%,48%,Flyball: RF
t1,0-0,1,"______, ______, ______",9(3-2) CFFFBBFBC,O,BOS,D. Roberts,D. Cabrera,-2%,46%,Strikeout Looking
t1,0-0,2,"______, ______, ______",2(0-1) CX,O,BOS,D. Mientkiewicz,D. Cabrera,-1%,45%,Groundout: P-1B (Front of Home)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.
Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) FBX,O,BAL,B. Roberts,B. Arroyo,2%,47%,Flyball: RF
b1,0-0,1,"______, ______, ______",3(1-1) BFX,O,BAL,D. Newhan,B. Arroyo,2%,49%,Groundout: 2B-1B
b1,0-0,2,"______, ______, ______",1(0-0) X,,BAL,M. Mora,B. Arroyo,-2%,47%,Double to LF (Line Drive to Deep LF Line)
b1,0-0,2,"______, M. Mora, ______",3(1-1) CBB,,BAL,M. Tejada,B. Arroyo,-0%,46%,Wild Pitch; M. Mora to 3B
