Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"______, ______, ______",1(0-0) X,O,DET,O. Infante,P. Martinez,2%,52%,Single to CF (Line Drive); O. Infante out at 2B/CF-2B
t1,0-0,1,"______, ______, ______",7(2-2) FCBBFFC,O,DET,B. Higginson,P. Martinez,2%,54%,Strikeout Looking
t1,0-0,2,"______, ______, ______",7(3-2) BCBBCFT,O,DET,C. Pena,P. Martinez,1%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Tigers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Jeremy Bonderman facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) BCX,O,BOS,D. Roberts,J. Bonderman,-2%,53%,Groundout: 1B unassisted
b1,0-0,1,"______, ______, ______",3(1-1) BCX,O,BOS,M. Bellhorn,J. Bonderman,-2%,51%,Flyball: RF
b1,0-0,2,"______, ______, ______",3(1-1) BCX,O,BOS,J. Damon,J. Bonderman,-1%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.
Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Pedro Martinez facing 4-5-6
t2,0-0,0,"______, ______, ______",4(1-2) CFBC,O,DET,D. Young,P. Martinez,2%,52%,Strikeout Looking
t2,0-0,1,"______, ______, ______",2(1-0) BX,O,DET,C. Monroe,P. Martinez,2%,54%,Groundout: SS-1B
t2,0-0,2,"______, ______, ______",3(1-1) BCH,,DET,E. Munson,P. Martinez,-1%,53%,Hit By Pitch
t2,0-0,2,"E. Munson, ______, ______",4(1-2) CBTX,O,DET,M. Thames,P. Martinez,2%,55%,Flyball: CF
